,0,1,2,3,4
0,0.03506739022600495,-0.0665090218851261,-0.03282985354191245,-0.07040681135028001,-0.1592782307102484
1,0.1193794042791171,0.3769218652560829,0.18235503737276873,0.6067389542049365,0.4414876597469045
2,0.24679132766768336,-0.2582236896785682,0.2228068162254204,-0.5972855406480994,0.10148023001056185
3,-0.16887292292547182,-0.03903044473935956,-0.18316740376276264,-0.029974147132339438,-0.46157111952370217
4,-0.26628652222904564,-0.43066028646740767,-0.3670386630807009,-0.1176715110006848,0.1737166286941142
5,0.09145380638885629,0.04689715160701867,-0.14717244764425774,-0.11363632488630092,-0.37093987893601027
6,0.03600534769089936,0.22947494752004258,0.4009756120450956,-0.33581102309258404,-0.029232177353164843
7,-0.2408435427212989,0.06421135016449743,0.06719556867678138,-0.19394659879533832,0.08447684449062635
8,-0.35029781371517055,-0.20691942462538693,-0.3979211247200752,-0.2141507487321279,0.4347225189388328
9,-0.33553877442639507,-0.18785440404485926,-0.3348117169085978,0.23396787079641534,-0.18261681157670007
10,0.16024766659185602,0.11195033541627161,0.060306338478801916,-0.0400107737890429,-0.08350171085848124
11,0.18268341445826516,-0.04235450686052028,0.29395814729699304,0.12736284465304748,-0.3251451236919614
12,0.3536916803225495,0.3035028104076053,0.1667862766713324,-0.04088244325777356,-0.11059196954525326
13,-0.17337738743555556,-0.2567971304557604,0.27052034315925577,-0.06571356121483192,0.29315148220989756
14,-0.002254319368558868,-0.037300791016096985,-0.2987937960939885,0.1440457531073021,0.007377610327922039
15,0.23245815937595882,-0.252796047991052,-0.08274977104763033,0.11040948866143784,-0.41116951951019926
16,-0.39880654410754457,0.21668176215850588,-0.03502314598957614,0.1336263720001031,0.5318796531504979
17,0.05988140912920239,-0.720393406094502,-0.24385006972782175,0.8048775112607996,-0.3724686192051179
18,0.06971214266877573,-0.751527460459621,0.24983088843379395,0.46845026973544385,0.29356185602750173
