-3.510939240928460658e-01,8.736306343237600081e-02,1.028035020328822435e-01,1.280537898267864461e-01,-3.882781164119428752e-01
1.107957207536546806e-01,-5.538217112812278409e-02,-3.539083868172372693e-02,3.591889005431648796e-01,3.173825548981678568e-01
4.302016643618890024e-01,6.098657892491672339e-01,2.120675122907622057e-01,5.470477276985703102e-02,-2.430959183146446656e-01
-3.636462430638560117e-01,-2.428504498962389124e-01,-3.929689361499119071e-01,-5.233652382819455884e-01,-8.673375697216172131e-02
-2.659640821802237640e-02,3.197591573454702241e-01,3.467155878585985174e-01,2.876187086071857468e-01,2.982522973342944250e-01
-2.509243932005290056e-01,1.572603118917495768e-01,-2.146941866021732370e-01,-3.908943551714711973e-01,-1.739179282975228946e-01
-3.094488598744695174e-01,-1.429279391903869600e-01,-9.490626816956773681e-02,-4.922378362283760800e-02,-4.872433209861695147e-01
8.341524720214525679e-02,-3.178956526735758348e-01,-1.882005835025520324e-01,3.273433992362518863e-01,-4.920006827012547018e-02
-9.252646792014419808e-02,-2.263293628248182476e-01,2.393206402899532292e-01,-2.298475964784746084e-01,8.592267644875888066e-02
1.525373078231782309e-01,-3.198789016911603444e-01,5.862571441228484614e-01,5.080918474889191128e-01,2.663214943006846913e-01
-2.523749711796666739e-01,-1.502029088299360882e-01,-3.875362914164343087e-01,-1.961639478295722216e-01,-3.547065577263964209e-01
1.663423144180878610e-01,4.424297003819472468e-02,-4.741589157732100102e-01,1.809719024844427511e-03,3.987875348697564881e-01
1.320334712267070554e-01,2.314256406528739374e-01,1.154615748994448216e-01,-2.690495072492614104e-01,-3.249637103752793243e-01
1.085202099218406657e-01,3.285249782745978120e-01,-2.909300286883589326e-01,-5.991699469627677077e-01,-7.836319064791820443e-02
3.691296311214845721e-02,-3.203534279328000278e-01,5.268221945830465769e-01,4.425038211855063519e-01,-2.906121310585372056e-02
3.323450852463414873e-01,2.880648933276034884e-01,5.152609164072520231e-01,-1.952220704788694694e-01,-2.053925728527849215e-01
-9.033405951022553670e-02,5.168344071384386451e-01,1.227884783164685967e+00,5.520858253324417708e-01,2.288359206380400634e-01
3.480776084928912661e-01,-2.908702117827604572e-01,8.021478943196886924e-01,-2.082407716685522048e-01,-1.890230184978319017e-01
2.146512021863196396e-01,1.141615967724419201e-01,6.511206006170437988e-01,-7.469002893295116630e-02,4.176848061520292421e-01
